PROGREGA
Set 750x750 at 32 bits-per-pixel mode
SDL_ttf inicializado com sucesso
X[0] = 740 ; Y[0] = 270
X[1] = 310 ; Y[1] = 20
X[2] = 440 ; Y[2] = 400
1100 86 725 0.172996 8 0 20440 35246 37113 48182 53464 71933 71958 0 1863 7860 12136 13840 8450 9657 15580 
2200 81 0 0.183302 8 0 21648 36280 41202 51969 50840 76634 78673 0 2531 7539 13672 14916 9542 11764 17825 
3300 81 0 0.192859 8 0 19749 38363 45560 54735 42793 77383 78852 0 4150 8827 13552 13410 9471 11991 20430 
4400 89 0 0.211086 8 0 14029 33180 43603 59133 39662 88510 94448 0 4284 6723 15790 11067 9148 10935 21112 
5500 78 0 0.217844 8 0 12813 30263 43667 62110 42126 91306 95807 0 4945 7613 19945 12666 9340 10706 23404 
6600 85 0 0.235917 8 0 13596 27563 45836 66689 39539 95516 105945 0 4980 6400 19898 15146 9577 11204 21818 
7700 70 0 0.237557 8 0 15959 27596 49456 65571 41825 97956 109915 0 3424 6262 23426 15104 10210 9981 23122 
8800 101 0 0.255157 8 0 13709 27610 58451 69502 40557 94484 111516 0 3356 5053 25967 15538 11491 9481 22765 
9900 88 0 0.279548 8 0 12676 27232 68388 67036 36927 89574 121353 0 2537 3999 24265 15456 10294 8334 23342 
11000 72 0 0.313999 8 0 11434 24144 77967 74359 40757 86383 128135 0 2161 3603 29626 13958 13827 7652 28567 
12100 66 0 0.361801 8 0 8595 22566 94127 68947 38384 83959 129257 0 3471 3055 33700 14257 14150 8388 33103 
13200 75 0 0.381362 8 0 7755 21291 99922 73583 42742 78296 128410 0 2550 3925 37775 16442 15893 7757 35425 
14300 94 27 0.334292 8 0 7826 34145 81207 73609 46563 75969 141362 0 3478 10725 31028 14285 14473 8100 35698 
15400 90 0 0.365743 8 0 9392 34036 95259 68445 47523 67049 148358 0 4036 13807 33855 16260 12113 6585 38715 
16500 66 0 0.375639 8 0 10420 30044 96909 56296 53875 60225 159833 0 3562 13790 33783 15157 14217 8128 40752 
17600 90 88 0.318683 8 0 10143 34070 59631 55310 90892 54662 162076 0 3159 16345 25947 16445 21038 7367 38049 
18700 81 0 0.339896 8 0 10201 34969 51966 56074 94387 49756 177370 0 1478 16224 25351 13954 21470 7502 39837 
19800 80 2 0.369935 8 0 8078 37410 54003 48490 89850 50540 193431 0 1753 16853 27646 13353 21713 8230 39037 
20900 99 131 0.258081 8 0 33226 37880 58908 47933 88439 107788 109142 0 9366 16852 27765 11761 22764 15138 26670 
22000 80 4 0.264467 8 0 30497 36221 61356 42005 91039 108746 115145 0 9427 15967 30285 10986 21754 15912 25296 
23100 77 5 0.273719 8 0 35388 34703 55577 42910 90372 101597 128456 0 9335 14032 27375 13552 22297 17843 28200 
24200 86 2 0.274735 8 0 33477 37132 46497 42478 86275 100469 140728 0 10632 16594 23868 12409 23004 19158 28516 
25300 85 3 0.281391 8 0 36199 31182 57046 40446 86191 92063 137209 0 10067 13349 28928 13849 17836 17437 29881 
26400 93 4 0.282973 8 0 35850 31675 51779 43838 92188 95975 140026 0 10932 14764 26376 12638 22968 16575 33441 
27500 79 5 0.274172 8 0 36303 36174 59792 43839 77524 85506 137549 0 10227 16529 26109 10670 23241 16779 36755 
28600 78 1 0.280494 8 0 38142 35713 58538 43429 77739 82971 138657 0 9676 15996 25746 10799 25321 15871 34497 
29700 96 0 0.277978 8 0 38242 35753 55040 41721 74719 86488 136452 0 11014 16611 26220 10369 19513 16074 35568 
30800 82 2 0.267292 8 0 34117 38087 52625 48303 69944 87270 144700 0 9595 15287 24875 9417 17838 15476 36107 
31900 81 0 0.278789 8 0 38719 40994 51966 41034 73859 88325 134544 0 11794 15689 26371 10656 20313 16857 30594 
33000 76 2 0.271985 8 0 35324 41154 48781 37391 75835 87604 136821 0 9981 14509 23270 10693 22073 15231 23961 
34100 85 0 0.267762 8 0 36135 43499 48484 40896 74179 84240 131509 0 11183 14894 20055 11252 23900 14002 24016 
35200 87 0 0.265326 8 0 36987 42459 51433 39947 76013 86462 122255 0 11615 11947 24447 9618 24952 14729 23788 
36300 74 0 0.271415 8 0 38677 43993 57987 38311 70012 87670 109036 0 10408 13275 26463 11012 20120 13288 22723 
37400 65 0 0.285931 8 0 40703 45967 63862 39059 73799 87606 105723 0 12051 13919 31552 11800 19882 12607 23481 
38500 84 0 0.2912 8 0 42091 43984 64008 37569 69420 87257 102298 0 13192 15853 28064 12769 16888 15441 21686 
39600 103 0 0.302713 8 0 45645 41006 61983 40818 69737 86242 105075 0 11647 13459 21840 10583 16829 15259 18000 
40700 77 0 0.315121 8 0 48512 42410 52336 40231 75816 84571 105091 0 11970 11925 16663 8496 16783 17005 18601 
41800 64 45 0.253618 8 0 23846 46247 47877 39774 77485 116245 102910 0 4778 11717 13565 8727 18022 18761 18342 
42900 61 1 0.25967 8 0 24868 45304 42194 41915 79164 121015 108020 0 6134 11736 12672 9112 21302 17948 20341 
44000 67 3 0.295146 8 0 28067 50758 29258 42885 83272 129637 116307 0 7723 11433 11362 8747 22827 15859 23880 
45100 76 3 0.305763 8 0 28702 51452 26891 41096 87144 130639 119237 0 8545 11413 12030 9334 22554 15514 25417 
46200 71 1 0.308532 8 0 27164 58975 29459 42380 77917 129658 113948 0 10091 14303 12543 10008 26167 16147 27109 
47300 85 0 0.321033 8 0 28993 62248 30079 40940 81525 133291 107766 0 11767 15961 14359 8457 26084 17021 28746 
48400 67 2 0.329433 8 0 34955 59431 31992 41177 77030 141479 111662 0 10985 16177 15027 7431 27554 18717 27304 
49500 90 1 0.340209 8 0 35944 63997 37928 44229 77694 146817 115234 0 10086 14371 17575 8243 25159 17982 32344 
50600 63 2 0.345789 8 0 34614 69300 38079 41600 75995 135394 125682 0 9588 12216 16880 7622 24859 16609 33885 
51700 78 0 0.370875 8 0 35822 70271 35287 38568 77874 143275 142738 0 9923 12994 15157 9300 26937 14441 37503 
52800 78 0 0.389023 8 0 40959 70534 34177 36768 87248 143555 150408 0 11531 13870 16012 8889 31077 13184 42721 
53900 76 1 0.42004 8 0 38046 80707 31707 37179 88764 148275 154974 0 10519 11771 14831 7236 34336 16681 43618 
55000 77 109 0.355548 8 0 36999 39936 33322 74688 89405 158546 158697 0 12223 6729 15032 9506 38056 17390 46349 
56100 76 5 0.379212 8 0 37500 37085 34493 84825 90563 162135 175108 0 12418 8791 17294 10346 38817 19762 48255 
57200 85 6 0.414944 8 0 37609 34846 29158 90072 80052 170257 189442 0 14068 8698 14944 11018 30954 19271 41925 
58300 60 99 0.36125 8 0 37030 32921 73559 96635 83880 135068 185950 0 15018 9259 20097 8509 34331 20494 45519 
59400 81 6 0.375094 8 0 37938 37106 77124 97312 86314 147496 193927 0 15997 10552 16743 10205 37319 17263 45442 
