110000 10972 3427 0.26649 8 11709.7 36923.6 59862 77249.9 85945.8 96171.2 98127.9 168051 6610.29 16827 21277.4 27658.3 29957.1 23581.7 31716.2 48659.4
220000 13988 4450 0.328077 8 14990.2 52844.7 75632.2 110521 128199 156443 185595 218466 7099.55 27226.2 36900.8 37000.9 60065.8 61170.1 65874.6 79064.6
330000 12527 7492 0.335037 8 16096.1 50134.3 78726.6 113644 133521 151784 179270 198663 8492.38 22855.1 37477 33390 35620.4 58730.1 62846.7 51922.4
440000 13642 5165 0.314976 8 19742 52929.8 75665.9 105122 141602 157939 188040 215732 10591.5 23713.1 34700.6 45139.8 35240.1 48086.6 74693.9 79887.1
550000 13916 3537 0.219164 8 24788.3 47927.5 77501.5 96496.4 130359 156983 182214 220663 12886.8 24040.7 32121 45991.4 38195.2 47663.2 60474.2 64778.5
660000 13948 4437 0.263286 8 19168 47073.7 78096.4 102878 134997 160868 181149 211213 9543 24800.8 36191.2 51534.5 36428 53862.6 60148.5 59290.2
770000 12924 3429 0.260197 8 19749.2 48159.9 72048.8 102868 129903 157006 181708 208007 10390.4 26096.3 33096.5 51730.8 31054.2 52606 65990.3 59525.7
880000 12961 6085 0.402223 8 9617.64 49789.8 77247.3 105912 149589 162631 189899 204381 5714.42 23939.1 38288.8 48257.4 35935.4 63096 72758.6 71428.8
990000 13861 4653 0.278907 8 20161 47237.7 79586 106563 138305 166392 185580 205902 10153.5 24156.4 37193.6 50217.2 33651.3 36404.8 78629.6 77905.3
1100000 13508 3152 0.260193 8 18416.3 48155.9 75824.1 100614 129457 156943 186478 199941 9974.95 19588.7 36881.2 41517.8 30413.1 43792.9 58732.3 73110.9
1199000 12985 5658 0.276521 8 19088.4 50833.3 74845.3 113717 128063 158172 180566 201933 9972.75 26116.5 34156.2 43982.2 57810.2 57460.7 52376.9 68273
