ProGReGA 77123 106417 8 20000 40000 60000 80000 100000 120000 140000 160000 2374.2 44719.9 70827.8 94318.6 115666 147795 172782 194129 1450.4 19505.6 23715.5 24782 30719.5 23441.6 24806.5 25168.9 
ProGReGA-KH 94286 50835 8 20000 40000 60000 80000 100000 120000 140000 160000 20392.6 44553.1 67693.5 96025.2 114537 140459 162375 186235 10091.8 18558.4 27924.8 36121.7 33302.5 38488.9 44043 52613.7 
ProGReGA-KF 108973 33980 8 20000 40000 60000 80000 100000 120000 140000 160000 20875.5 45854.7 68670.2 96256.4 124022 136878 164796 190042 12034.8 22468.8 33434.9 36283.5 40340.4 40385.4 40659.7 42161.7
BFBCT 146515 57840 8 20000 40000 60000 80000 100000 120000 140000 160000 16774.4 44367.4 66995.9 96038.9 119130 141648 164696 189581 10293 23884 32995.5 44288 50274.4 50284.3 57506 64667.1
Ahmed 127977 7018 8 20000 40000 60000 80000 100000 120000 140000 160000 17737.2 37758.2 60313.9 83683 112536 140915 178117 217640 10371 22987.2 25977.3 35128.6 43445.7 54624.2 61847.6 63735
